,,,,,
EC2 INSTANCE,REGION :cn-north-1
InstanceID,Instance_State,InstanceName,Instance_Type,LaunchTime,Instance_Placement,VPC_Id,Contact,Environment,Project,Creator,Tier,Private IP Address,Public IP Address,Security Group,Key Name
i-6c7f7854,running,yc_internetds_life_xqyhb_app05,c3.xlarge,2016-11-18 07:24:11+00:00,cn-north-1a,vpc-175eaa73,Infra,Prod,internetds,zhouchunlin,App,10.219.70.95,,sg_app_internetds_life_xqyhb ,kp_deploy
i-6d7f5dd5,running,dev_internetds_cache01,r3.2xlarge,2016-10-08 07:15:39+00:00,cn-north-1b,vpc-5a58ac3e,Infra,DEV,internetds,zhouchunlin,Middleware,10.219.37.138,,test_sg_db_internetds ,test_internetds_private
i-8f6c4537,running,abfinance_db02,c3.4xlarge,2016-12-08 05:55:52+00:00,cn-north-1b,vpc-b55fabd1,Infra,Prod,abfinance,zhouchunlin,DB,10.219.21.23,,sg_db_abfinance ,abfinance_private
i-d75967ef,running,internetds_opsmon_app01,c3.xlarge,2016-10-21 08:16:02+00:00,cn-north-1a,vpc-175eaa73,Infra,Prod,internetds,zhouchunlin,App,10.219.88.203,,sg_app_internetds_opsmon ,kp_deploy
i-66eaee5e,running,test_internetds_life_wzyhdz_ftp,c3.xlarge,2016-11-16 03:08:37+00:00,cn-north-1a,vpc-5a58ac3e,Infra,Prod,internetds,zhouchunlin,App,10.219.36.16,,test_sg_app_internetds ,test_internetds_private
i-64002edc,running,internetds_front_yyzc_app02,c3.xlarge,2016-10-21 08:48:11+00:00,cn-north-1b,vpc-175eaa73,Infra,Prod,internetds,zhouchunlin,App,10.219.69.13,,sg_app_internetds_front_yyzc ,kp_deploy
i-929697aa,running,abfinance_95569_app28,c3.large,2016-11-28 07:07:17+00:00,cn-north-1a,vpc-b55fabd1,Infra,Prod,95569,zhouchunlin,App,10.219.22.85,,sg_app_abfinance_95569 ,95569_private
i-6b340753,running,test_internetds_nat01,c3.xlarge,2016-10-08 07:15:39+00:00,cn-north-1a,vpc-5a58ac3e,Infra,Test,internetds,zhouchunlin,NAT,10.219.32.12,,test_sg_nat_internetds ,test_internetds_public
i-cbf2c373,running,abfinance_95569_app37,c3.large,2016-11-28 07:05:48+00:00,cn-north-1b,vpc-b55fabd1,Infra,Prod,95569,zhouchunlin,App,10.219.23.90,,sg_app_abfinance_95569 ,95569_private
i-4b6a6d73,running,yc_internetds_life_loadrunner2,c3.xlarge,2016-11-18 03:15:26+00:00,cn-north-1a,vpc-175eaa73,Infra,Test,internetds,zhouchunlin,App,10.219.70.79,,sg_app_internetds_life_loadrunner ,kp_deploy
i-08b18930,running,internetds_epolicy_app05,c3.xlarge,2016-11-02 03:03:35+00:00,cn-north-1a,vpc-175eaa73,Infra,Test,internetds,zhouchunlin,App,10.219.78.41,,sg_app_internetds_epolicy ,kp_deploy
i-09b18931,running,internetds_epolicy_app06,c3.xlarge,2016-11-02 03:03:35+00:00,cn-north-1a,vpc-175eaa73,Infra,Test,internetds,zhouchunlin,App,10.219.78.40,,sg_app_internetds_epolicy ,kp_deploy
i-9b9697a3,running,abfinance_95569_app29,c3.large,2016-11-28 07:04:29+00:00,cn-north-1a,vpc-b55fabd1,Infra,Prod,95569,zhouchunlin,App,10.219.22.91,,sg_app_abfinance_95569 ,95569_private
i-da042a62,running,internetds_front_zkp_app02,c3.xlarge,2016-10-21 07:17:22+00:00,cn-north-1b,vpc-175eaa73,Infra,Prod,internetds,zhouchunlin,App,10.219.69.250,,sg_app_internetds_front_zkp ,kp_deploy
i-e6f5c45e,running,abfinance_95569_app18,c3.large,2016-11-28 07:06:23+00:00,cn-north-1b,vpc-b55fabd1,Infra,Prod,95569,zhouchunlin,App,10.219.23.73,,sg_app_abfinance_95569 ,95569_private
i-20002b98,running,yc_internetds_life_xqyhb_app02,c3.xlarge,2016-11-04 08:03:59+00:00,cn-north-1b,vpc-175eaa73,Infra,Prod,internetds,zhouchunlin,App,10.219.73.88,,sg_app_internetds_life_xqyhb ,kp_deploy
i-4b1a2ef3,running,internetds_life_jsyq_app02,m3.2xlarge,2016-11-15 06:30:43+00:00,cn-north-1b,vpc-175eaa73,Infra,Prod,internetds,zhouchunlin,App,10.219.73.17,,sg_app_internetds_life_jsyq ,kp_deploy
i-98696ea0,running,yc_internetds_life_loadrunner3,c3.xlarge,2016-11-18 03:13:33+00:00,cn-north-1a,vpc-175eaa73,Infra,Test,internetds,zhouchunlin,App,10.219.70.144,,sg_app_internetds_life_loadrunner ,kp_deploy
i-3596970d,running,abfinance_95569_app09,c3.large,2016-11-28 07:09:16+00:00,cn-north-1a,vpc-b55fabd1,Infra,Prod,95569,zhouchunlin,App,10.219.22.201,,sg_app_abfinance_95569 ,95569_private
i-d8615ce0,running,abfinance_db01,c3.4xlarge,2016-12-08 02:52:02+00:00,cn-north-1a,vpc-b55fabd1,Infra,Prod,abfinance,zhouchunlin,DB,10.219.20.214,,sg_db_abfinance ,abfinance_private
i-b8526180,running,abfinance_95569_app06,c3.xlarge,2016-10-08 07:24:28+00:00,cn-north-1a,vpc-b55fabd1,Infra,Prod,95569,zhouchunlin,App,10.219.22.56,,sg_app_abfinance_95569 ,95569_private
i-b9526181,running,abfinance_95569_app07,c3.xlarge,2016-10-08 07:24:28+00:00,cn-north-1a,vpc-b55fabd1,Infra,Prod,95569,zhouchunlin,App,10.219.22.57,,sg_app_abfinance_95569 ,95569_private
i-ba526182,running,abfinance_95569_app08,c3.xlarge,2016-10-08 07:24:28+00:00,cn-north-1a,vpc-b55fabd1,Infra,Prod,95569,zhouchunlin,App,10.219.22.62,,sg_app_abfinance_95569 ,95569_private
i-b652618e,running,abfinance_95569_app04,c3.xlarge,2016-10-08 07:24:28+00:00,cn-north-1a,vpc-b55fabd1,Infra,Prod,95569,zhouchunlin,App,10.219.22.58,,sg_app_abfinance_95569 ,95569_private
i-b752618f,running,abfinance_95569_app05,c3.xlarge,2016-10-08 07:24:28+00:00,cn-north-1a,vpc-b55fabd1,Infra,Prod,95569,zhouchunlin,App,10.219.22.59,,sg_app_abfinance_95569 ,95569_private
i-a0526198,running,abfinance_95569_app01,c3.xlarge,2016-10-08 07:24:28+00:00,cn-north-1a,vpc-b55fabd1,Infra,Prod,95569,zhouchunlin,App,10.219.22.52,,sg_app_abfinance_95569 ,95569_private
i-a1526199,running,abfinance_95569_app02,c3.xlarge,2016-10-08 07:24:28+00:00,cn-north-1a,vpc-b55fabd1,Infra,Prod,95569,zhouchunlin,App,10.219.22.53,,sg_app_abfinance_95569 ,95569_private
i-a352619b,running,abfinance_95569_app03,c3.xlarge,2016-10-08 07:24:28+00:00,cn-north-1a,vpc-b55fabd1,Infra,Prod,95569,zhouchunlin,App,10.219.22.64,,sg_app_abfinance_95569 ,95569_private
i-6b81b0d3,running,mgmt-bastion02,c3.xlarge,2016-11-30 02:21:11+00:00,cn-north-1b,vpc-1758ac73,Infra,Prod,Management,zhouchunlin,App,10.219.8.38,,sg_mgmt_bastion ,kp_management
i-046148bc,running,internetds_epolicy_app03,c3.xlarge,2016-10-24 09:18:13+00:00,cn-north-1b,vpc-175eaa73,Infra,Prod,internetds,zhouchunlin,App,10.219.79.89,,sg_app_internetds_epolicy ,kp_deploy
i-056148bd,running,internetds_epolicy_app04,c3.xlarge,2016-10-24 09:18:13+00:00,cn-north-1b,vpc-175eaa73,Infra,Prod,internetds,zhouchunlin,App,10.219.79.90,,sg_app_internetds_epolicy ,kp_deploy
i-967e79ae,running,yc_internetds_life_xqyhb_app04,c3.xlarge,2016-11-18 07:24:02+00:00,cn-north-1a,vpc-175eaa73,Infra,Prod,internetds,zhouchunlin,App,10.219.70.70,,sg_app_internetds_life_xqyhb ,kp_deploy
i-c7795b7f,running,uat_internetds_life_app02,c3.xlarge,2016-10-08 07:15:39+00:00,cn-north-1b,vpc-5a58ac3e,Infra,UAT,internetds,zhouchunlin,App,10.219.37.16,,test_sg_app_internetds ,test_internetds_private
i-392d1e01,running,dev_internetds_mid01,c3.xlarge,2016-10-08 07:15:39+00:00,cn-north-1a,vpc-5a58ac3e,Infra,DEV,internetds,zhouchunlin,Middleware,10.219.36.109,,test_sg_app_internetds ,test_internetds_private
i-6ff2c3d7,running,abfinance_95569_app15,c3.large,2016-11-28 07:02:28+00:00,cn-north-1b,vpc-b55fabd1,Infra,Prod,95569,zhouchunlin,App,10.219.23.71,,sg_app_abfinance_95569 ,95569_private
i-04330e3c,running,test_epolicy_mail01,c3.xlarge,2016-10-09 01:53:09+00:00,cn-north-1a,vpc-5a58ac3e,Infra,Test,internetds,zhouchunlin,App,10.219.32.69,,test_sg_mail_internetds ,test_internetds_public
i-898aa931,running,abfinance_95569_app27,c3.xlarge,2016-10-08 07:24:28+00:00,cn-north-1b,vpc-b55fabd1,Infra,Prod,95569,zhouchunlin,App,10.219.23.32,,sg_app_abfinance_95569 ,95569_private
i-808aa938,running,abfinance_95569_app19,c3.xlarge,2016-10-08 07:24:28+00:00,cn-north-1b,vpc-b55fabd1,Infra,Prod,95569,zhouchunlin,App,10.219.23.29,,sg_app_abfinance_95569 ,95569_private
i-818aa939,running,abfinance_95569_app20,c3.xlarge,2016-10-08 07:24:28+00:00,cn-north-1b,vpc-b55fabd1,Infra,Prod,95569,zhouchunlin,App,10.219.23.30,,sg_app_abfinance_95569 ,95569_private
i-828aa93a,running,abfinance_95569_app21,c3.xlarge,2016-10-08 07:24:28+00:00,cn-north-1b,vpc-b55fabd1,Infra,Prod,95569,zhouchunlin,App,10.219.23.23,,sg_app_abfinance_95569 ,95569_private
i-838aa93b,running,abfinance_95569_app22,c3.xlarge,2016-10-08 07:24:28+00:00,cn-north-1b,vpc-b55fabd1,Infra,Prod,95569,zhouchunlin,App,10.219.23.28,,sg_app_abfinance_95569 ,95569_private
i-848aa93c,running,abfinance_95569_app23,c3.xlarge,2016-10-08 07:24:28+00:00,cn-north-1b,vpc-b55fabd1,Infra,Prod,95569,zhouchunlin,App,10.219.23.35,,sg_app_abfinance_95569 ,95569_private
i-858aa93d,running,abfinance_95569_app24,c3.xlarge,2016-10-08 07:24:28+00:00,cn-north-1b,vpc-b55fabd1,Infra,Prod,95569,zhouchunlin,App,10.219.23.22,,sg_app_abfinance_95569 ,95569_private
i-868aa93e,running,abfinance_95569_app25,c3.xlarge,2016-10-08 07:24:28+00:00,cn-north-1b,vpc-b55fabd1,Infra,Prod,95569,zhouchunlin,App,10.219.23.33,,sg_app_abfinance_95569 ,95569_private
i-878aa93f,running,abfinance_95569_app26,c3.xlarge,2016-10-08 07:24:28+00:00,cn-north-1b,vpc-b55fabd1,Infra,Prod,95569,zhouchunlin,App,10.219.23.34,,sg_app_abfinance_95569 ,95569_private
i-8feeeab7,running,internetds_life_wzyhdz_ftp,c3.xlarge,2016-11-16 02:52:38+00:00,cn-north-1a,vpc-175eaa73,Infra,Prod,internetds,zhouchunlin,App,10.219.72.5,,sg_app_internetds_life_ftp ,kp_deploy
i-43ddf2fb,running,uat_internetds_datax_app4,c3.xlarge,2016-10-18 02:28:54+00:00,cn-north-1b,vpc-5a58ac3e,Infra,UAT,internetds,zhouchunlin,App,10.219.37.100,,test_sg_app_internetds ,test_internetds_private
i-1f577ea7,running,abfinance_95569_db02,c3.8xlarge,2016-12-08 06:25:38+00:00,cn-north-1b,vpc-b55fabd1,Infra,Prod,95569,zhouchunlin,DB,10.219.25.65,,sg_db_abfinance_95569 ,95569_private
i-b2f2c30a,running,abfinance_95569_app31,c3.large,2016-11-28 07:04:36+00:00,cn-north-1b,vpc-b55fabd1,Infra,Prod,95569,zhouchunlin,App,10.219.23.85,,sg_app_abfinance_95569 ,95569_private
i-322d1e0a,running,dev_internetds_datax_app01,c3.xlarge,2016-10-08 07:15:39+00:00,cn-north-1a,vpc-5a58ac3e,Infra,DEV,internetds,zhouchunlin,App,10.219.36.149,,test_sg_app_internetds ,test_internetds_private
i-987f5d20,running,dev_internetds_cache02,r3.2xlarge,2016-10-08 07:15:39+00:00,cn-north-1b,vpc-5a58ac3e,Infra,DEV,internetds,zhouchunlin,Middleware,10.219.37.191,,test_sg_db_internetds ,test_internetds_private
i-6d002ed5,running,internetds_dmz_nginx02,c3.xlarge,2016-10-21 08:52:42+00:00,cn-north-1b,vpc-175eaa73,Infra,Prod,internetds,zhouchunlin,NGINX,10.219.65.236,,sg_dmz_internetds_nginx ,kp_deploy
i-61f2c3d9,running,abfinance_95569_app13,c3.large,2016-11-28 07:06:38+00:00,cn-north-1b,vpc-b55fabd1,Infra,Prod,95569,zhouchunlin,App,10.219.23.192,,sg_app_abfinance_95569 ,95569_private
i-8099a6b8,running,internetds_dmz_nginx01,c3.xlarge,2016-10-20 07:56:45+00:00,cn-north-1a,vpc-175eaa73,Infra,Prod,internetds,zhouchunlin,NGINX,10.219.64.115,,sg_dmz_internetds_nginx ,kp_deploy
i-ae86a516,running,abfinance_nat02,c3.xlarge,2016-10-08 07:24:28+00:00,cn-north-1b,vpc-b55fabd1,Infra,Prod,abfinance,zhouchunlin,NAT,10.219.17.134,,sg_nat_abfinance ,abfinance_public
i-d6785a6e,running,dev_internetds_front_app02,c3.xlarge,2016-10-08 07:15:39+00:00,cn-north-1b,vpc-5a58ac3e,Infra,DEV,internetds,zhouchunlin,App,10.219.37.87,,test_sg_app_internetds ,test_internetds_private
i-c1042a79,running,internetds_front_mq_app02,c3.xlarge,2016-10-21 07:20:12+00:00,cn-north-1b,vpc-175eaa73,Infra,Prod,internetds,zhouchunlin,Middleware,10.219.69.47,,sg_app_internetds_front_mq ,kp_deploy
i-67002bdf,running,yc_internetds_front_mq_app02,c3.xlarge,2016-11-04 08:12:26+00:00,cn-north-1b,vpc-175eaa73,Infra,Prod,internetds,zhouchunlin,Middleware,10.219.69.225,,sg_app_internetds_front_mq ,kp_deploy
i-fdf5c445,running,abfinance_95569_app36,c3.large,2016-11-28 07:07:40+00:00,cn-north-1b,vpc-b55fabd1,Infra,Prod,95569,zhouchunlin,App,10.219.23.173,,sg_app_abfinance_95569 ,95569_private
i-ba241782,running,uat_internetds_mid02,c3.xlarge,2016-10-08 07:15:39+00:00,cn-north-1a,vpc-5a58ac3e,Infra,UAT,internetds,zhouchunlin,Middleware,10.219.36.174,,test_sg_app_internetds ,test_internetds_private
i-cb9697f3,running,abfinance_95569_app35,c3.large,2016-11-28 07:06:16+00:00,cn-north-1a,vpc-b55fabd1,Infra,Prod,95569,zhouchunlin,App,10.219.22.244,,sg_app_abfinance_95569 ,95569_private
i-5a002ee2,running,internetds_nat02,c3.xlarge,2016-10-21 08:57:46+00:00,cn-north-1b,vpc-175eaa73,Infra,Prod,internetds,zhouchunlin,NAT,10.219.65.253,,sg_nat_internetds ,kp_deploy
i-2e281b16,running,dev_internetds_front_app01,c3.xlarge,2016-10-08 07:15:39+00:00,cn-north-1a,vpc-5a58ac3e,Infra,DEV,internetds,zhouchunlin,App,10.219.36.99,,test_sg_app_internetds ,test_internetds_private
i-05e23b84c4048734b,running,abfinance_top20_ubuntu_db1,c3.xlarge,2016-12-08 08:17:54+00:00,cn-north-1a,vpc-b55fabd1,Infra,Prod,top20,zhouchunlin,DB,10.219.26.108,,sg_db_abfinance_top20 ,inovation_private
i-e298b05a,running,internetds_epolicy_app07,c3.xlarge,2016-11-02 03:06:18+00:00,cn-north-1b,vpc-175eaa73,Infra,Prod,top20,zhouchunlin,DB,10.219.79.195,,sg_app_internetds_epolicy ,kp_deploy
i-e398b05b,running,internetds_epolicy_app08,c3.xlarge,2016-11-02 03:06:18+00:00,cn-north-1b,vpc-175eaa73,Infra,Prod,top20,zhouchunlin,DB,10.219.79.194,,sg_app_internetds_epolicy ,kp_deploy
i-a9052b11,running,internetds_front_yyzc_app02,c3.xlarge,2016-10-21 07:24:52+00:00,cn-north-1b,vpc-175eaa73,Infra,Prod,internetds,zhouchunlin,App,10.219.69.235,,sg_app_internetds_front_yyzc ,kp_deploy
i-c89697f0,running,abfinance_95569_app34,c3.large,2016-11-28 07:05:41+00:00,cn-north-1a,vpc-b55fabd1,Infra,Prod,95569,zhouchunlin,App,10.219.22.101,,sg_app_abfinance_95569 ,95569_private
i-627f5dda,running,dev_internetds_mid02,c3.xlarge,2016-10-08 07:15:39+00:00,cn-north-1b,vpc-5a58ac3e,Infra,DEV,internetds,zhouchunlin,Middleware,10.219.37.210,,test_sg_app_internetds ,test_internetds_private
i-1a7a58a2,running,uat_internetds_opsmon_mongo02,m3.xlarge,2016-10-08 07:15:39+00:00,cn-north-1b,vpc-5a58ac3e,Infra,UAT,internetds,zhouchunlin,DB,10.219.37.178,,test_sg_db_internetds ,test_internetds_private
i-1b7a58a3,running,uat_internetds_opsmon_mongo01,m3.xlarge,2016-10-08 07:15:39+00:00,cn-north-1b,vpc-5a58ac3e,Infra,UAT,internetds,zhouchunlin,DB,10.219.37.177,,test_sg_db_internetds ,test_internetds_private
i-9d9697a5,running,abfinance_95569_app30,c3.large,2016-11-28 07:01:48+00:00,cn-north-1a,vpc-b55fabd1,Infra,Prod,95569,zhouchunlin,App,10.219.22.36,,sg_app_abfinance_95569 ,95569_private
i-70002bc8,running,yc_internetds_life_bdgl_app02,m3.xlarge,2016-11-04 08:06:18+00:00,cn-north-1b,vpc-175eaa73,Infra,Prod,internetds,zhouchunlin,App,10.219.73.216,,sg_app_internetds_life_bdgl ,kp_deploy
i-6758555f,running,internetds_opsmon_MongoDB02,m3.xlarge,2016-12-07 09:25:37+00:00,cn-north-1a,vpc-175eaa73,Infra,Prod,internetds,zhouchunlin,App,10.219.88.36,,sg_Mongo_internetds_opsmon ,kp_deploy
i-2f8e8c17,running,yc_internetds_life_xqyhb_app12,c3.xlarge,2016-12-06 13:09:34+00:00,cn-north-1a,vpc-175eaa73,Infra,Prod,internetds,zhouchunlin,App,10.219.72.159,,sg_app_internetds_life_xqyhb ,kp_deploy
i-008e8c38,running,yc_internetds_life_xqyhb_app01,c3.xlarge,2016-12-06 13:09:34+00:00,cn-north-1a,vpc-175eaa73,Infra,Prod,internetds,zhouchunlin,App,10.219.72.163,,sg_app_internetds_life_xqyhb ,kp_deploy
i-018e8c39,running,yc_internetds_life_xqyhb_app07,c3.xlarge,2016-12-06 13:09:34+00:00,cn-north-1a,vpc-175eaa73,Infra,Prod,internetds,zhouchunlin,App,10.219.72.162,,sg_app_internetds_life_xqyhb ,kp_deploy
i-028e8c3a,running,yc_internetds_life_xqyhb_app08,c3.xlarge,2016-12-06 13:09:34+00:00,cn-north-1a,vpc-175eaa73,Infra,Prod,internetds,zhouchunlin,App,10.219.72.161,,sg_app_internetds_life_xqyhb ,kp_deploy
i-038e8c3b,running,yc_internetds_life_xqyhb_app09,c3.xlarge,2016-12-06 13:09:34+00:00,cn-north-1a,vpc-175eaa73,Infra,Prod,internetds,zhouchunlin,App,10.219.72.160,,sg_app_internetds_life_xqyhb ,kp_deploy
i-048e8c3c,running,yc_internetds_life_xqyhb_app10,c3.xlarge,2016-12-06 13:09:34+00:00,cn-north-1a,vpc-175eaa73,Infra,Prod,internetds,zhouchunlin,App,10.219.72.165,,sg_app_internetds_life_xqyhb ,kp_deploy
i-058e8c3d,running,yc_internetds_life_xqyhb_app11,c3.xlarge,2016-12-06 13:09:34+00:00,cn-north-1a,vpc-175eaa73,Infra,Prod,internetds,zhouchunlin,App,10.219.72.164,,sg_app_internetds_life_xqyhb ,kp_deploy
i-b8685b80,running,abfinance_nat01,c3.xlarge,2016-10-08 07:24:28+00:00,cn-north-1a,vpc-b55fabd1,Infra,Prod,abfinance,zhouchunlin,NAT,10.219.16.179,,sg_nat_abfinance ,abfinance_public
i-c4281bfc,running,dev_internetds_opsmon_app01,c3.xlarge,2016-10-08 07:15:39+00:00,cn-north-1a,vpc-5a58ac3e,Infra,DEV,internetds,zhouchunlin,App,10.219.36.235,,test_sg_app_internetds ,test_internetds_private
i-aabd9012,running,test_epolicy_mail02,c3.xlarge,2016-10-09 01:55:44+00:00,cn-north-1b,vpc-5a58ac3e,Infra,Test,internetds,zhouchunlin,App,10.219.33.12,,test_sg_mail_internetds ,test_internetds_public
i-0a87b832,running,internetds_life_bq_app01,c3.xlarge,2016-10-20 13:29:23+00:00,cn-north-1a,vpc-175eaa73,Infra,Prod,internetds,zhouchunlin,App,10.219.72.171,,sg_app_internetds_life_bq ,kp_deploy
i-9c350ea4,running,yc_internetds_front_dsjr_app01,c3.xlarge,2016-11-04 08:00:11+00:00,cn-north-1a,vpc-175eaa73,Infra,Prod,internetds,zhouchunlin,App,10.219.68.252,,sg_app_internetds_front_dsjr ,kp_deploy
i-21757219,running,abfinance_top20_nginx01,c3.xlarge,2016-11-18 05:01:58+00:00,cn-north-1a,vpc-b55fabd1,Infra,Prod,top20,zhouchunlin,Nginx,10.219.16.50,,sg_app_abfinance_top20_nginx ,inovation_private
i-1adfe022,running,abfinance_top20_ubuntu_app2,c3.xlarge,2016-10-19 06:00:53+00:00,cn-north-1a,vpc-b55fabd1,Infra,Prod,top20,zhouchunlin,App,10.219.28.182,,sg_app_abfinance_top20 ,inovation_private
i-15dfe02d,running,abfinance_top20_ubuntu_app1,c3.xlarge,2016-10-19 06:00:53+00:00,cn-north-1a,vpc-b55fabd1,Infra,Prod,top20,zhouchunlin,App,10.219.28.181,,sg_app_abfinance_top20 ,inovation_private
i-3bead403,running,internetds_life_xqyhb_app03,c3.xlarge,2016-10-23 11:15:01+00:00,cn-north-1a,vpc-175eaa73,Infra,Prod,internetds,zhouchunlin,App,10.219.72.52,,sg_app_internetds_life_xqyhb ,kp_deploy
i-1786b92f,running,internetds_front_mq_app01,c3.xlarge,2016-10-20 13:30:35+00:00,cn-north-1a,vpc-175eaa73,Infra,Prod,internetds,zhouchunlin,Middleware,10.219.68.47,,sg_app_internetds_front_mq ,kp_deploy
i-b61a2e0e,running,internetds_life_bq_app02,c3.xlarge,2016-11-15 06:23:50+00:00,cn-north-1b,vpc-175eaa73,Infra,Prod,internetds,zhouchunlin,App,10.219.73.172,,sg_app_internetds_life_bq ,kp_deploy
i-515a6069,running,abfinance_lcb_admin01,c3.xlarge,2016-11-08 07:41:51+00:00,cn-north-1a,vpc-b55fabd1,Infra,Prod,abfinance,zhouchunlin,App,10.219.18.251,,sg_app_abfinance_lcb_admin ,abfinance_private
i-c59697fd,running,abfinance_95569_app33,c3.large,2016-11-28 07:06:52+00:00,cn-north-1a,vpc-b55fabd1,Infra,Prod,95569,zhouchunlin,App,10.219.22.241,,sg_app_abfinance_95569 ,95569_private
i-1b012aa3,running,yc_internetds_front_dsjr_app02,c3.xlarge,2016-11-04 08:02:15+00:00,cn-north-1b,vpc-175eaa73,Infra,Prod,95569,zhouchunlin,App,10.219.69.71,,sg_app_internetds_front_dsjr ,kp_deploy
i-1eb28f26,running,uat_internetds_datax_app1,c3.xlarge,2016-10-11 03:15:10+00:00,cn-north-1a,vpc-5a58ac3e,Infra,UAT,internetds,zhouchunlin,App,10.219.36.12,,test_sg_app_internetds ,test_internetds_private
i-79b59bc1,running,internetds_datax_app02,c3.xlarge,2016-10-23 12:32:02+00:00,cn-north-1b,vpc-175eaa73,Infra,Prod,internetds,zhouchunlin,App,10.219.85.171,,sg_app_internetds_datax ,kp_deploy
i-7ab59bc2,running,internetds_datax_yc_app02,c3.xlarge,2016-10-23 12:32:02+00:00,cn-north-1b,vpc-175eaa73,Infra,Prod,internetds,zhouchunlin,App,10.219.85.172,,sg_app_internetds_datax ,kp_deploy
i-4e350e76,running,yc_internetds_life_bdgl_app01,m3.xlarge,2016-11-04 08:05:34+00:00,cn-north-1a,vpc-175eaa73,Infra,Prod,internetds,zhouchunlin,App,10.219.72.154,,sg_app_internetds_life_bdgl ,kp_deploy
i-4b80aff3,running,abfinance_top20_ubuntu_app3,c3.xlarge,2016-10-19 06:03:00+00:00,cn-north-1b,vpc-b55fabd1,Infra,Prod,top20,zhouchunlin,App,10.219.29.220,,sg_app_abfinance_top20 ,inovation_private
i-ae251696,running,sim_internetds_epolicy_app01,c3.xlarge,2016-10-08 07:15:39+00:00,cn-north-1a,vpc-5a58ac3e,Infra,SIM,internetds,zhouchunlin,App,10.219.34.138,,test_sg_app_internetds ,test_epolicy_private
i-af251697,running,uat_internetds_epolicy_app01,c3.xlarge,2016-10-08 07:15:39+00:00,cn-north-1a,vpc-5a58ac3e,Infra,UAT,internetds,zhouchunlin,App,10.219.34.139,,test_sg_app_internetds ,test_epolicy_private
i-d82516e0,running,dev_internetds_epolicy_app01,c3.xlarge,2016-10-08 07:15:39+00:00,cn-north-1a,vpc-5a58ac3e,Infra,DEV,internetds,zhouchunlin,App,10.219.34.140,,test_sg_app_internetds ,test_epolicy_private
i-d92516e1,running,dat_internetds_epolicy_app01,c3.xlarge,2016-10-08 07:15:39+00:00,cn-north-1a,vpc-5a58ac3e,Infra,DAT,internetds,zhouchunlin,App,10.219.34.141,,test_sg_app_internetds ,test_epolicy_private
i-0187b839,running,internetds_life_bdgl_app01,m3.xlarge,2016-10-20 13:28:11+00:00,cn-north-1a,vpc-175eaa73,Infra,Prod,internetds,zhouchunlin,App,10.219.72.78,,sg_app_internetds_life_bdgl ,kp_deploy
